name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,realease_year
marcella daydreaming,rec.memos,0.539,0.306,2,-15.403,1,0.0467,0.77,0.901,0.109,0.515,208.06,170769,4,2022
Who Am I (eh-eh) - Beat Edit,Koralle,0.652,0.343,7,-13.816,1,0.0616,0.0986,0.866,0.121,0.176,86.069,168467,4,2022
Palm Trees,Raj,0.809,0.502,2,-9.281,0,0.0747,0.872,0.913,0.057,0.294,89.994,92000,4,2022
Skypiea Chill,O.Z.W,0.662,0.177,2,-19.393,0,0.04,0.242,0.143,0.117,0.12,81.02,165941,4,2022
Don't Stray Away,1930,0.662,0.318,4,-9.263,0,0.0644,0.799,0.873,0.124,0.0357,83.979,137859,4,2022
Denfer,Lofries,0.64,0.5,7,-9.521,1,0.0674,0.808,0.926,0.101,0.407,88.021,111818,4,2022
Delayed,Polo Stay,0.835,0.276,6,-12.471,1,0.322,0.129,0.842,0.109,0.782,86.122,117209,4,2022
Kaffee,Jokujekku,0.623,0.231,9,-13.127,0,0.0651,0.806,0.757,0.124,0.522,108.598,123871,1,2022
Mañana Azul,L.Rey,0.629,0.0535,9,-23.848,1,0.377,0.877,0.299,0.0981,0.359,156.209,112308,4,2022
Blue Waves,Yung Dark,0.834,0.5,8,-14.804,0,0.473,0.924,0.426,0.166,0.465,158.026,91139,4,2022
After Hours,Adrian Planitz,0.795,0.444,0,-8.536,0,0.0578,0.56,0.904,0.116,0.676,153.975,141039,4,2022
nefelibata,Maydee,0.553,0.207,0,-16.21,1,0.205,0.946,0.841,0.195,0.361,158.087,133687,4,2022
light breeze,damaa.beats,0.781,0.261,3,-9.949,1,0.0411,0.687,0.553,0.256,0.342,82.041,169931,4,2022
Osaka Nights,Sineg,0.746,0.185,7,-11.615,0,0.0563,0.282,0.912,0.141,0.592,78.128,116749,4,2022
Vanilla Frosting,Supreme.Frost,0.673,0.415,8,-12.206,0,0.381,0.576,0.747,0.158,0.657,84.187,175000,4,2022
Broadway Walk,Mindscape,0.694,0.294,8,-12.867,0,0.144,0.297,0.931,0.179,0.6,88.045,136036,4,2022
Golden Sun,Yung Dark,0.745,0.25,11,-12.124,0,0.377,0.937,0.478,0.103,0.407,100.073,98000,4,2022
Kantan,ONO1,0.704,0.579,9,-7.563,0,0.0279,0.513,0.752,0.0996,0.512,74.979,106400,4,2022
Same Old Vibe,Dolittlebeats,0.673,0.283,0,-10.183,0,0.0571,0.672,0.886,0.11,0.603,80.089,120000,4,2022
Territorium,entsy,0.633,0.485,0,-6.564,0,0.033,0.908,0.628,0.498,0.284,76.025,131369,4,2022
Seguro,how c,0.477,0.201,7,-12.808,1,0.133,0.191,0.856,0.105,0.641,164.44,93162,4,2022
As I watched the moon,after noon,0.583,0.28,4,-18.045,1,0.0316,0.836,0.915,0.119,0.0617,103.977,165000,4,2022
Tequila Wolf,buggy beats,0.679,0.633,0,-16.854,1,0.0911,0.883,0.787,0.138,0.616,136.033,127000,4,2022
Nightowl,Konteks,0.734,0.409,7,-9.645,0,0.0702,0.0338,0.824,0.755,0.335,84.007,148571,4,2022
Bolero coqueto,Iván Rosa,0.744,0.521,6,-8.419,1,0.0433,0.827,0.93,0.0833,0.743,79.025,135163,4,2022
Portalis (with Eve Matin),Selvagia,0.485,0.559,11,-9.429,0,0.053,0.116,0.582,0.194,0.116,120.227,96969,5,2022
Sabato,Sabato Scola,0.891,0.261,3,-16.768,0,0.108,0.733,0.843,0.107,0.701,115.004,159481,4,2022
jueves,RUIDO,0.604,0.019,4,-22.026,0,0.0594,0.94,0.888,0.317,0.425,145.821,120373,4,2022
Joao,Teknicolores,0.733,0.536,0,-8.865,1,0.112,0.108,0.261,0.179,0.74,170.086,141176,4,2022
Rose Arturo,Gritty Marvelettes,0.724,0.368,11,-10.224,1,0.133,0.592,0.858,0.106,0.502,180.069,101333,4,2022
Force Feedback,Lofi Builder,0.742,0.617,10,-8.431,1,0.0561,0.645,0.851,0.11,0.586,93.031,106694,4,2022
Greenpoint,Erik Obregon,0.748,0.457,10,-7.903,1,0.0423,0.202,0.413,0.136,0.485,90.028,128667,4,2022
Visionary,Aykroyd,0.829,0.262,4,-9.146,0,0.126,0.0976,0.896,0.0966,0.159,84.065,160000,4,2022
Lighters on the run,RainDear,0.709,0.477,2,-13.221,1,0.0625,0.721,0.932,0.103,0.218,87.991,131761,4,2022
Kickflip,Keeth,0.652,0.341,8,-10.9,0,0.0743,0.837,0.891,0.0883,0.268,98.051,161829,4,2022
I'm tired,Florida Frank,0.63,0.266,7,-14.81,1,0.0492,0.928,0.909,0.125,0.285,80.115,144000,4,2022
Souls of Seoul,Ecobel,0.548,0.426,7,-12.436,0,0.0332,0.829,0.927,0.118,0.0864,134.006,162421,4,2022
tell me,skrn,0.808,0.478,9,-8.956,1,0.065,0.844,0.665,0.118,0.748,140.025,111429,4,2022
EYES,Silvan Strauss,0.819,0.564,11,-10.42,1,0.11,0.613,0.828,0.109,0.603,95.083,139135,4,2022
supercat,slån,0.603,0.237,1,-12.561,1,0.0418,0.899,0.955,0.0992,0.318,78.962,111266,4,2022
Two on Two,Arlos,0.469,0.587,1,-6.889,0,0.129,0.0739,0.852,0.0953,0.163,79.485,163800,4,2022
Fingerprints,H I K E,0.458,0.364,5,-13.983,0,0.154,0.387,0.798,0.102,0.618,180.174,106761,4,2022
Universal Code,Soupbox,0.515,0.218,3,-9.889,0,0.0426,0.553,0.845,0.143,0.458,85.943,164827,4,2022
Fireworks,SP-Mato,0.768,0.434,7,-9.081,1,0.0745,0.0573,0.376,0.269,0.583,80.056,120000,4,2022
Ocean Spray,Nosmoh,0.761,0.576,7,-11.147,1,0.45,0.383,0.823,0.11,0.218,178.541,165984,4,2022
space,KOLA,0.8,0.295,1,-10.202,0,0.334,0.127,0.759,0.116,0.339,140.098,156000,4,2022
Deixa pra lá,Herr Kaschke,0.864,0.692,7,-6.706,1,0.0666,0.207,0.902,0.0577,0.921,150.026,149406,4,2022
Meezu,Marcos Caixa,0.824,0.221,5,-12.654,1,0.174,0.466,0.881,0.182,0.478,165.977,166301,4,2022
Almost Everyone,asanatobi,0.599,0.657,5,-8.202,1,0.043,0.498,0.837,0.125,0.342,170.069,186706,4,2022
Trip,Bongmaster,0.573,0.34,7,-14.891,0,0.0481,0.404,0.913,0.101,0.477,84.825,112929,4,2022
Lucidez,Solo San,0.59,0.574,9,-9.302,0,0.146,0.775,0.639,0.114,0.805,165.849,147431,4,2022
Suteki,ONO1,0.642,0.417,1,-10.161,1,0.172,0.98,0.192,0.143,0.159,62.998,106667,4,2022
Stay Plugged,Fed Nance,0.768,0.126,9,-14.394,0,0.0572,0.504,0.961,0.0877,0.723,146.071,158000,4,2022
LOVA,Paradive,0.728,0.703,10,-4.945,0,0.0441,0.408,0.896,0.0914,0.837,140.007,116571,4,2022
Umami,Calabrese,0.813,0.199,5,-10.823,0,0.326,0.96,0.942,0.119,0.427,180.045,106667,4,2022
Onewayticket,Duan Wasi,0.695,0.199,8,-19.923,1,0.261,0.883,0.644,0.112,0.702,76.818,106000,4,2022
Ice cream,YetBaby,0.638,0.537,5,-6.171,0,0.0748,0.631,0.76,0.188,0.222,139.922,111455,4,2022
Blufingo,Big Lend,0.698,0.282,10,-12.088,1,0.0359,0.688,0.866,0.318,0.126,80.021,102102,4,2022
onix,tres islas,0.84,0.457,0,-15.464,1,0.204,0.556,0.931,0.0814,0.643,132.937,147970,4,2022
Introversion (Strong Maurice Remix),jawima,0.39,0.418,6,-14.13,1,0.19,0.715,0.919,0.103,0.399,78.275,174000,4,2022
This Way,JkoMusic,0.544,0.687,1,-10.927,1,0.0857,0.171,0.702,0.114,0.763,88.649,164291,4,2022
Rocco,Lownas,0.685,0.599,5,-12.552,1,0.0494,0.102,0.913,0.11,0.792,220.16,152674,3,2022
bitcoin is like meh,citi,0.745,0.0208,9,-24.42,0,0.0811,0.967,0.857,0.084,0.563,99.967,122400,4,2022
Live Euphemism,BLVKEY,0.738,0.387,7,-10.833,0,0.0529,0.827,0.908,0.118,0.119,79.997,147000,4,2022
The Tides,eau n!ce,0.535,0.257,9,-9.712,0,0.105,0.462,0.922,0.112,0.592,159.176,125736,4,2022
8-bit Bliss,7th Indigo,0.789,0.375,1,-10.967,1,0.113,0.816,0.706,0.103,0.197,170.118,139125,4,2022
Mavi,Lito Akari,0.669,0.498,11,-10.648,0,0.0269,0.236,0.887,0.381,0.296,95.025,118772,4,2022
The Optimist,ZooKeepr,0.639,0.51,5,-9.016,1,0.0286,0.378,0.887,0.124,0.336,92.009,126522,4,2022
Lighthouse,YetBaby,0.756,0.355,10,-10.178,0,0.0376,0.542,0.602,0.14,0.0809,70.037,151643,4,2022
What Moves Me,Alexander IV,0.594,0.41,4,-7.058,0,0.0328,0.453,0.825,0.122,0.272,85.012,160996,4,2022
WonderShrooms,Jupiter 22,0.583,0.151,9,-14.279,1,0.0477,0.562,0.901,0.118,0.615,74.991,166400,4,2022
Hold Up,Cvsket Pretty,0.695,0.424,9,-13.049,0,0.0938,0.553,0.891,0.106,0.718,146.016,114286,4,2022
frozen cream,lonely call,0.753,0.338,7,-10.332,0,0.0935,0.654,0.912,0.116,0.862,140.105,129937,4,2022
I'll Be Home,Bobby Jerkins,0.627,0.409,5,-6.753,1,0.18,0.928,0.79,0.118,0.301,80.101,123000,4,2022
Travel,Mathis,0.751,0.31,7,-12.728,1,0.0402,0.775,0.892,0.172,0.208,100.004,154235,4,2022
Love Letter,Sandy Mental,0.71,0.31,4,-12.071,0,0.0269,0.94,0.919,0.119,0.21,98.282,141905,4,2022
vuba vuba,mellan.,0.771,0.263,8,-13.763,0,0.0694,0.964,0.925,0.128,0.686,148.106,113514,4,2022
Synergy,Lofi Astronaut,0.658,0.222,9,-17.6,0,0.0971,0.348,0.893,0.105,0.199,134.006,173731,4,2022
Mondrian,Canapé,0.583,0.399,6,-14.473,1,0.0973,0.962,0.903,0.209,0.72,67.013,125672,4,2022
wakefulness,SanelliX,0.657,0.602,5,-10.434,0,0.0769,0.565,0.88,0.114,0.198,78.06,160176,4,2022
Marble Syrup,Monsieur Crème,0.432,0.427,5,-8.8,1,0.046,0.627,0.813,0.268,0.289,159.767,135375,4,2022
memorias,B dom,0.664,0.155,4,-20.251,1,0.0834,0.00389,0.723,0.194,0.432,75.033,108800,4,2022
Relax Your Mind,Lunatic Sad,0.368,0.378,0,-15.068,1,0.0532,0.936,0.91,0.137,0.166,69.815,141000,4,2022
Walk in the park,H I K E,0.872,0.237,1,-13.936,1,0.0917,0.952,0.78,0.102,0.324,80.004,108157,4,2022
Brova,Jr. Wellness,0.789,0.246,11,-12.629,0,0.0384,0.178,0.952,0.107,0.226,90.02,112000,4,2022
umi,Shimon Hoshino,0.634,0.507,4,-6.642,0,0.0359,0.743,0.848,0.117,0.622,140.13,168000,1,2022
Pink Gap,Lætitia,0.57,0.416,2,-12.073,1,0.0421,0.0253,0.889,0.101,0.0548,84.119,125714,4,2022
Lighter Ocean,Ublom,0.573,0.33,6,-12.797,1,0.0353,0.575,0.851,0.109,0.174,139.964,142652,5,2022
Supernova,SōNE,0.805,0.627,6,-8.612,0,0.427,0.284,0.787,0.11,0.353,154.004,112208,4,2022
To the Shore,Tethys,0.603,0.271,6,-10.958,0,0.0369,0.841,0.82,0.0797,0.222,74.032,123243,4,2022
Camomilla,Elffire,0.697,0.147,7,-15.028,1,0.0612,0.942,0.852,0.0976,0.72,148.051,116757,4,2022
Dust Off,Moqita,0.613,0.869,2,-4.852,1,0.0637,0.0451,0.55,0.22,0.409,93.016,259650,4,2022
Breathe,Osive,0.511,0.394,8,-15.215,0,0.0961,0.819,0.00409,0.473,0.369,78.186,150930,4,2022
Cumulus,KOMOREBI,0.599,0.432,0,-10.269,1,0.0347,0.429,0.916,0.0945,0.17,147.89,141960,4,2022
Next Party,Mysterybops,0.486,0.399,10,-14.032,0,0.036,0.944,0.928,0.0979,0.817,75.031,105700,4,2022
Leaks,Lushi,0.76,0.25,11,-12.75,0,0.0722,0.337,0.918,0.0957,0.274,76.923,171623,4,2022
De noche,Gagdropers,0.688,0.48,9,-9.459,0,0.0406,0.0605,0.774,0.352,0.244,79.985,126000,4,2022
Shone,catch92,0.645,0.824,6,-6.926,0,0.299,0.639,0.821,0.202,0.361,167.957,140000,4,2022
Mikasa Su Casa,Cherrygroove,0.669,0.457,0,-14.545,1,0.0438,0.76,0.799,0.104,0.497,79.997,148500,4,2022
Chocolate Dough,Supreme.Frost,0.909,0.52,0,-11.618,1,0.372,0.161,0.472,0.11,0.764,134.918,93344,3,2022
Bent into Shape,Five Fingers,0.55,0.495,1,-8.386,1,0.0365,0.0174,0.905,0.117,0.458,90.223,141333,4,2022
Escuela Leyes de Reforma,Mariana Red,0.585,0.405,1,-14.131,1,0.0427,0.801,0.911,0.296,0.512,61.781,110500,4,2022
EA,Yung Dark,0.837,0.264,8,-11.996,1,0.129,0.144,0.887,0.0908,0.403,89.987,140882,4,2022
Floating,Lou Vega,0.686,0.393,10,-11.337,0,0.0344,0.894,0.844,0.106,0.314,81.003,142222,4,2022
Colorful,pnkcité,0.471,0.278,11,-16.747,0,0.0343,0.898,0.915,0.114,0.0881,140.146,150857,4,2022
Mustang Vibes,Teknicolores,0.614,0.373,10,-13.249,1,0.188,0.602,0.938,0.226,0.181,137.947,134783,4,2022
Spatial Blur,Gloomi,0.804,0.454,8,-5.032,0,0.741,0.741,0.771,0.116,0.588,165.985,118916,4,2022
Random Memories,Eclips3,0.794,0.355,6,-8.491,0,0.0854,0.146,0.884,0.115,0.222,89.987,125333,4,2022
Beginnings of Spring,Bongmaster,0.602,0.335,5,-17.178,0,0.0394,0.151,0.679,0.161,0.218,148.055,129713,4,2022
Prospect,Abel Cainstro,0.472,0.501,0,-8.829,0,0.142,0.0875,0.55,0.381,0.315,89.917,155333,4,2022
level up,luxelux,0.561,0.436,0,-12.974,0,0.426,0.41,0.495,0.132,0.287,84.556,172000,4,2022
Elephant & Ivory - Vanilla's Version,Les Loups,0.736,0.556,8,-10.061,1,0.064,0.413,0.873,0.356,0.967,92.0,208055,4,2022
whisper,Jadu Jadu,0.527,0.198,10,-19.685,1,0.369,0.787,0.722,0.136,0.136,89.379,134266,4,2022
Rich Soul,Siesta,0.802,0.41,1,-9.216,1,0.148,0.43,0.896,0.123,0.556,85.041,67853,4,2022
Mars,Agu,0.783,0.431,1,-9.541,1,0.0593,0.46,0.87,0.388,0.525,80.036,123000,4,2022
Nine Bullets,Soupbox,0.367,0.381,1,-10.347,0,0.151,0.595,0.865,0.121,0.535,77.846,159500,1,2022
Jazz Cafe,Siesta,0.791,0.284,4,-9.817,0,0.0909,0.393,0.618,0.204,0.399,142.07,111549,4,2022
You and I Will Always Be,Oatmello,0.592,0.304,9,-15.105,0,0.0296,0.747,0.929,0.111,0.167,81.076,142222,4,2022
All Beings United,Oatmello,0.62,0.328,2,-15.076,1,0.0427,0.924,0.763,0.0672,0.115,155.937,125385,4,2022
Profound,KaspaHauser,0.437,0.433,9,-12.135,1,0.0638,0.813,0.149,0.0523,0.124,79.343,147040,4,2022
Soliloquy,Mr. Käfer,0.685,0.384,7,-13.088,1,0.175,0.317,0.699,0.106,0.181,79.029,144475,4,2022
Spirits,Dualizm,0.491,0.33,1,-12.196,1,0.037,0.447,0.627,0.213,0.552,83.094,153253,4,2022
Talk To Me,Uevo,0.678,0.186,9,-9.352,1,0.0345,0.888,0.864,0.105,0.299,74.997,122667,4,2022
Niki's Halva,Jules Hiero,0.733,0.222,0,-14.28,1,0.0385,0.956,0.902,0.0981,0.0978,131.93,140000,4,2022
WonderShrooms,Jupiter 22,0.583,0.151,9,-14.279,1,0.0477,0.562,0.901,0.118,0.615,74.991,166400,4,2022
Fingerprints,H I K E,0.458,0.364,5,-13.983,0,0.154,0.387,0.798,0.102,0.618,180.174,106761,4,2022
